word,layer_0,layer_1,layer_2
Weggen,1.0,0.934,0.913
A5,1.0,0.93,0.892
0323/2000,1.0,0.984,0.968
Mister,1.0,0.865,0.804
european,1.0,0.648,0.489
article,1.0,0.701,0.628
0323,1.0,0.955,0.942
defence,1.0,0.79,0.722
modifications,1.0,0.972,0.962
thus,1.0,0.681,0.557
increasing,1.0,0.794,0.679
Given,1.0,0.867,0.818
Orden,1.0,0.869,0.835
Report,1.0,0.803,0.736
0241/2000,1.0,0.985,0.969
0241,1.0,0.953,0.933
Latvia,1.0,0.903,0.845
supporting,1.0,0.673,0.507
properly,1.0,0.64,0.436
ardent,1.0,0.996,0.992
Unanimous,1.0,1.0,0.999
hence,1.0,0.83,0.77
incapacity,1.0,0.978,0.972
norm,1.0,0.977,0.962
unanimity,1.0,0.821,0.773
latent,1.0,0.951,0.931
incorporation,1.0,0.962,0.937
Consumers,1.0,0.917,0.881
competitive,1.0,0.852,0.786
losers,1.0,0.952,0.914
competitiveness,1.0,0.88,0.809
régresseront,1.0,0.84,0.782
Has,1.0,0.654,0.595
scarcely,1.0,0.992,0.986
hardly,1.0,0.993,0.99
seized,1.0,0.615,0.392
suits,1.0,0.706,0.556
Unfortunately,1.0,0.945,0.935
accumulated,1.0,0.761,0.677
hatred,1.0,0.94,0.915
unfortunately,1.0,0.745,0.643
amended,1.0,0.796,0.709
grudge,1.0,0.934,0.925
maybe,1.0,0.649,0.54
anxious,1.0,0.742,0.733
Users,1.0,0.992,0.982
parliamentary,1.0,0.71,0.522
ourselves,1.0,0.776,0.658
appropriate,1.0,0.651,0.55
item,1.0,0.736,0.668
balanced,1.0,0.75,0.619
amendments,1.0,0.968,0.954
soon,1.0,0.664,0.51
helps,1.0,0.745,0.611
barely,1.0,0.669,0.512
resentment,1.0,0.916,0.891
recall,1.0,0.632,0.491
Others,1.0,0.747,0.667
Support,1.0,0.772,0.711
Rules,1.0,0.722,0.599
unity,1.0,0.71,0.601
causes,1.0,0.696,0.555
russian,1.0,0.647,0.523
parliament,1.0,0.724,0.599
offers,1.0,0.716,0.511
Vote,1.0,0.753,0.679
manufacturer,1.0,0.727,0.583
crackdown,1.0,0.756,0.649
agencies,1.0,0.817,0.69
Chavez,1.0,0.736,0.659
resolved,1.0,0.786,0.705
fake,1.0,0.649,0.437
Key,1.0,0.589,0.422
sentenced,1.0,0.779,0.647
passenger,1.0,0.759,0.68
Cuba,1.0,0.651,0.538
Nairobi,1.0,0.685,0.56
Swartz,1.0,0.759,0.69
religion,1.0,0.732,0.669
weekend,1.0,0.69,0.576
tests,1.0,0.663,0.5
bomb,1.0,0.752,0.618
dinner,1.0,0.753,0.689
statute,1.0,0.745,0.726
limitations,1.0,0.768,0.699
probably,1.0,0.574,0.421
spying,1.0,0.676,0.54
enemy,1.0,0.746,0.641
carry,1.0,0.648,0.557
observers,1.0,0.794,0.647
pose,1.0,0.78,0.664
prohibits,1.0,0.871,0.655
instruments,1.0,0.818,0.714
rover,1.0,0.817,0.759
33,1.0,0.478,0.344
familiar,1.0,0.614,0.473
refuse,1.0,0.794,0.647
insider,1.0,0.77,0.594
finalized,1.0,0.675,0.525
weakness,1.0,0.732,0.608
exists,1.0,0.742,0.608
application,1.0,0.762,0.661
overall,1.0,0.589,0.401
Stadium,1.0,0.801,0.696
Illinois,1.0,0.617,0.491
Post,1.0,0.679,0.566
suffered,1.0,0.807,0.735
mass,1.0,0.709,0.512
sometimes,1.0,0.635,0.496
posing,1.0,0.855,0.789
bombers,1.0,0.8,0.682
bans,1.0,0.752,0.561
phones,1.0,0.732,0.624
mobile,1.0,0.702,0.547
admissions,1.0,0.621,0.517
Arab,1.0,0.709,0.629
dollars,1.0,0.711,0.587
traveling,1.0,0.798,0.704
Summer,1.0,0.624,0.559
challenge,1.0,0.751,0.69
ends,1.0,0.665,0.469
angry,1.0,0.644,0.521
legally,1.0,0.723,0.598
politically,1.0,0.732,0.589
marijuana,1.0,0.676,0.5
doctors,1.0,0.682,0.534
Office,1.0,0.611,0.481
Jan.,1.0,0.819,0.614
precautionary,1.0,0.887,0.789
X,1.0,0.718,0.56
regrets,1.0,0.706,0.541
regret,1.0,0.665,0.545
crimes,1.0,0.71,0.602
determined,1.0,0.565,0.446
pollution,1.0,0.744,0.646
Site,1.0,0.703,0.621
visited,1.0,0.658,0.459
Assembly,1.0,0.825,0.749
forecasting,1.0,0.912,0.872
India,1.0,0.627,0.542
laundering,1.0,0.825,0.714
Antonio,1.0,0.853,0.738
Castro,1.0,0.755,0.646
debate,1.0,0.682,0.607
spree,1.0,0.721,0.561
weighted,1.0,0.832,0.723
depending,1.0,0.861,0.763
protesting,1.0,0.831,0.724
performs,1.0,0.773,0.654
exactly,1.0,0.619,0.505
Media,1.0,0.669,0.565
territory,1.0,0.741,0.587
vague,1.0,0.759,0.667
became,1.0,0.702,0.481
notice,1.0,0.731,0.611
Penn,1.0,0.694,0.519
outbreak,1.0,0.712,0.641
nurse,1.0,0.712,0.602
Abu,1.0,0.844,0.776
deputy,1.0,0.723,0.48
King,1.0,0.595,0.479
Capital,1.0,0.664,0.532
Stanford,1.0,0.673,0.56
1st,1.0,0.601,0.431
handheld,1.0,0.651,0.547
Malaysia,1.0,0.685,0.6
Along,1.0,0.735,0.616
Bank,1.0,0.67,0.557
Mideast,1.0,0.664,0.569
reveal,1.0,0.722,0.635
Get,1.0,0.714,0.67
Pylon,1.0,0.8,0.819
desktop,1.0,0.653,0.569
otherwise,1.0,0.671,0.484
easy,1.0,0.643,0.52
Alaska,1.0,0.615,0.477
Thousands,1.0,0.89,0.843
Egypt,1.0,0.702,0.613
battery,1.0,0.803,0.709
dozens,1.0,0.645,0.495
Kurds,1.0,0.734,0.625
Close,1.0,0.815,0.807
ongoing,1.0,0.891,0.81
cooperation,1.0,0.774,0.654
regional,1.0,0.632,0.514
Pacific,1.0,0.738,0.651
outer,1.0,0.687,0.485
walls,1.0,0.867,0.802
collapsed,1.0,0.737,0.561
Later,1.0,0.828,0.764
blames,1.0,0.829,0.653
guerrilla,1.0,0.793,0.656
emerged,1.0,0.944,0.902
Tour,1.0,0.706,0.608
author,1.0,0.701,0.606
testify,1.0,0.853,0.74
catastrophic,1.0,0.723,0.578
unacceptable,1.0,0.869,0.818
Emergency,1.0,0.718,0.589
friends,1.0,0.676,0.571
filled,1.0,0.971,0.938
Software,1.0,0.656,0.548
Domestic,1.0,0.82,0.698
Ford,1.0,0.687,0.542
meant,1.0,0.663,0.54
accord,1.0,0.736,0.62
implementation,1.0,0.879,0.799
1.5,1.0,0.599,0.507
blast,1.0,0.703,0.577
raid,1.0,0.72,0.553
morally,1.0,0.843,0.79
bone,1.0,0.764,0.672
Italian,1.0,0.61,0.478
mutual,1.0,0.755,0.634
Freedom,1.0,0.645,0.563
SCO,1.0,0.64,0.452
outstanding,1.0,0.744,0.587
gives,1.0,0.715,0.532
contribute,1.0,0.841,0.759
exports,1.0,0.744,0.632
Six,1.0,0.752,0.671
frozen,1.0,0.742,0.593
Trade,1.0,0.632,0.56
throughout,1.0,0.8,0.664
exclusive,1.0,0.741,0.638
employers,1.0,0.666,0.546
professional,1.0,0.532,0.385
Families,1.0,0.866,0.811
highway,1.0,0.861,0.763
readers,1.0,0.612,0.509
Harry,1.0,0.692,0.593
Potter,1.0,0.839,0.781
Order,1.0,0.722,0.641
pregnancy,1.0,0.72,0.602
once,1.0,0.645,0.44
actress,1.0,0.668,0.574
doubled,1.0,0.724,0.549
Said,1.0,0.652,0.544
Island,1.0,0.815,0.721
Fox,1.0,0.599,0.557
13,1.0,0.456,0.371
teenagers,1.0,0.689,0.573
buried,1.0,0.758,0.657
Details,1.0,0.717,0.618
Foreign,1.0,0.684,0.562
Sources,1.0,0.766,0.655
racing,1.0,0.708,0.58
Daily,1.0,0.69,0.612
Maybe,1.0,0.791,0.743
reality,1.0,0.724,0.61
streets,1.0,0.818,0.703
War,1.0,0.643,0.561
Free,1.0,0.675,0.542
squad,1.0,0.831,0.728
Wells,1.0,0.877,0.751
arrive,1.0,0.763,0.656
Royal,1.0,0.735,0.585
Times,1.0,0.734,0.658
Steven,1.0,0.782,0.614
difference,1.0,0.805,0.737
biological,1.0,0.7,0.544
indeed,1.0,0.597,0.451
UN,1.0,0.708,0.603
grown,1.0,0.686,0.547
trees,1.0,0.839,0.78
actual,1.0,0.57,0.429
Christian,1.0,0.674,0.49
examination,1.0,0.825,0.759
suggestions,1.0,0.767,0.712
narrow,1.0,0.632,0.492
southeastern,1.0,0.749,0.555
figure,1.0,0.514,0.374
Cabinet,1.0,0.733,0.591
Uganda,1.0,0.744,0.67
unusual,1.0,0.619,0.545
dialogue,1.0,0.845,0.754
hoping,1.0,0.791,0.638
n’t,1.0,0.679,0.554
debut,1.0,0.739,0.611
household,1.0,0.624,0.421
Hebron,1.0,0.77,0.718
Robinson,1.0,0.731,0.621
Larry,1.0,0.815,0.659
rival,1.0,0.676,0.424
somewhat,1.0,0.596,0.49
competing,1.0,0.614,0.445
regulators,1.0,0.742,0.693
Reynolds,1.0,0.615,0.507
fatally,1.0,0.739,0.602
standoff,1.0,0.688,0.553
sides,1.0,0.715,0.565
hosts,1.0,0.657,0.442
Bird,1.0,0.774,0.719
Count,1.0,0.742,0.649
participate,1.0,0.776,0.674
executives,1.0,0.776,0.66
net,1.0,0.635,0.419
boost,1.0,0.607,0.418
GOP,1.0,0.696,0.58
Bulger,1.0,0.885,0.806
brother,1.0,0.82,0.664
Wanted,1.0,0.714,0.576
emails,1.0,0.709,0.634
Re,1.0,0.842,0.726
Movie,1.0,0.789,0.767
Philips,1.0,0.829,0.788
Samsung,1.0,0.742,0.636
Sharp,1.0,0.927,0.926
Is,1.0,0.612,0.564
Analysis,1.0,0.752,0.686
sleeping,1.0,0.752,0.615
occasionally,1.0,0.581,0.443
welcome,1.0,0.768,0.669
Seven,1.0,0.654,0.597
caught,1.0,0.699,0.486
teens,1.0,0.651,0.562
moved,1.0,0.593,0.414
absent,1.0,0.939,0.88
Intel,1.0,0.762,0.693
locked,1.0,0.776,0.63
relief,1.0,0.643,0.52
Siemens,1.0,0.791,0.769
finals,1.0,0.73,0.647
Year,1.0,0.647,0.578
Rock,1.0,0.725,0.676
revolution,1.0,0.798,0.7
Jail,1.0,0.709,0.627
psychiatric,1.0,0.799,0.663
trapped,1.0,0.725,0.595
designed,1.0,0.842,0.706
Nine,1.0,0.76,0.692
barrier,1.0,0.838,0.697
expert,1.0,0.645,0.441
judged,1.0,0.821,0.706
NYC,1.0,0.598,0.482
march,1.0,0.684,0.572
drop,1.0,0.587,0.442
core,1.0,0.63,0.457
clothes,1.0,0.693,0.609
sorry,1.0,0.794,0.761
improving,1.0,0.719,0.568
debris,1.0,0.765,0.627
survivors,1.0,0.669,0.534
violent,1.0,0.634,0.442
earthquake,1.0,0.798,0.724
politician,1.0,0.649,0.5
35,1.0,0.472,0.375
impossible,1.0,0.817,0.775
understood,1.0,0.652,0.551
Cold,1.0,0.704,0.588
stereo,1.0,0.796,0.724
audio,1.0,0.766,0.645
dual,1.0,0.724,0.494
Dick,1.0,0.688,0.613
grounded,1.0,0.88,0.777
wait,1.0,0.758,0.663
Henry,1.0,0.766,0.687
ambassador,1.0,0.76,0.595
stands,1.0,0.853,0.76
levels,1.0,0.641,0.497
Hollywood,1.0,0.642,0.548
actor,1.0,0.821,0.779
attempted,1.0,0.643,0.403
observer,1.0,0.613,0.463
affiliated,1.0,0.76,0.56
Cancer,1.0,0.613,0.539
panic,1.0,0.7,0.624
premiums,1.0,0.732,0.671
commitment,1.0,0.875,0.825
discussion,1.0,0.809,0.738
technique,1.0,0.706,0.616
Halliburton,1.0,0.758,0.615
54,1.0,0.383,0.295
attackers,1.0,0.783,0.692
Li,1.0,0.735,0.651
en,1.0,0.738,0.549
route,1.0,0.735,0.589
attendees,1.0,0.755,0.586
customer,1.0,0.735,0.642
biased,1.0,0.806,0.67
collapse,1.0,0.705,0.603
mission,1.0,0.666,0.52
elected,1.0,0.71,0.605
pages,1.0,0.786,0.706
obviously,1.0,0.631,0.486
surrounding,1.0,0.6,0.369
debt,1.0,0.683,0.56
advised,1.0,0.783,0.696
conduct,1.0,0.711,0.605
blacks,1.0,0.661,0.525
Brain,1.0,0.63,0.545
choice,1.0,0.735,0.635
elect,1.0,0.743,0.62
liked,1.0,0.865,0.85
intervention,1.0,0.693,0.538
represented,1.0,0.85,0.761
Real,1.0,0.57,0.468
Estate,1.0,0.756,0.638
Home,1.0,0.652,0.582
busy,1.0,0.657,0.509
inmates,1.0,0.716,0.608
unveiled,1.0,0.632,0.457
Great,1.0,0.721,0.583
tea,1.0,0.693,0.551
landmark,1.0,0.694,0.532
dramatically,1.0,0.617,0.45
eastern,1.0,0.764,0.571
Pakistan,1.0,0.697,0.619
typical,1.0,0.656,0.508
employee,1.0,0.714,0.618
gone,1.0,0.654,0.564
Hit,1.0,0.667,0.503
priority,1.0,0.784,0.727
Stocks,1.0,0.837,0.791
profits,1.0,0.71,0.572
topple,1.0,0.812,0.729
friendly,1.0,0.845,0.75
ultimate,1.0,0.822,0.775
terror,1.0,0.676,0.557
dump,1.0,0.616,0.457
Cleveland,1.0,0.607,0.469
Islands,1.0,0.774,0.691
confiscate,1.0,0.932,0.894
climb,1.0,0.781,0.726
Murder,1.0,0.679,0.596
sworn,1.0,0.88,0.753
Watch,1.0,0.695,0.551
Thirty,1.0,0.743,0.661
Series,1.0,0.719,0.602
Lance,1.0,0.784,0.666
survives,1.0,0.819,0.703
Anthony,1.0,0.655,0.513
disperse,1.0,0.836,0.783
Common,1.0,0.846,0.756
shots,1.0,0.704,0.569
selection,1.0,0.765,0.662
Grey,1.0,0.916,0.851
unique,1.0,0.572,0.427
deadline,1.0,0.734,0.638
Arizona,1.0,0.652,0.504
Prime,1.0,0.784,0.646
Ariel,1.0,0.694,0.582
safe,1.0,0.746,0.613
cap,1.0,0.718,0.561
finance,1.0,0.669,0.503
generation,1.0,0.684,0.551
adhere,1.0,0.817,0.693
flights,1.0,0.769,0.669
valid,1.0,0.68,0.549
Mugabe,1.0,0.785,0.688
negotiate,1.0,0.764,0.629
Zimbabwe,1.0,0.701,0.612
controversial,1.0,0.617,0.467
passes,1.0,0.621,0.43
enforce,1.0,0.817,0.716
acceptable,1.0,0.663,0.547
Argentina,1.0,0.596,0.473
cemetery,1.0,0.748,0.662
audience,1.0,0.796,0.7
journal,1.0,0.729,0.603
traditional,1.0,0.656,0.494
resolutions,1.0,0.855,0.818
binding,1.0,0.822,0.749
tagged,1.0,0.712,0.535
Child,1.0,0.655,0.551
Act,1.0,0.705,0.591
disputed,1.0,0.766,0.526
violence,1.0,0.703,0.575
concentrate,1.0,0.759,0.682
creating,1.0,0.799,0.701
Agreement,1.0,0.969,0.949
loans,1.0,0.884,0.83
meets,1.0,0.751,0.589
Legal,1.0,0.825,0.793
Military,1.0,0.697,0.581
Point,1.0,0.676,0.546
involvement,1.0,0.802,0.668
northeast,1.0,0.593,0.407
humans,1.0,0.783,0.702
Direct,1.0,0.739,0.643
Veteran,1.0,0.692,0.604
100th,1.0,0.74,0.595
carrier,1.0,0.686,0.558
participants,1.0,0.707,0.569
quotes,1.0,0.63,0.503
bachelor,1.0,0.702,0.637
91,1.0,0.858,0.749
Best,1.0,0.719,0.66
Your,1.0,0.599,0.556
withdrawal,1.0,0.781,0.683
introduce,1.0,0.682,0.632
116,1.0,0.636,0.542
Archbishop,1.0,0.755,0.669
Oil,1.0,0.745,0.655
houses,1.0,0.765,0.638
homeless,1.0,0.715,0.546
94,1.0,0.884,0.831
joint,1.0,0.76,0.579
sun,1.0,0.778,0.664
Stage,1.0,0.664,0.592
complaint,1.0,0.742,0.61
managers,1.0,0.653,0.536
propose,1.0,0.771,0.716
creditors,1.0,0.764,0.642
Gonzales,1.0,0.677,0.559
laid,1.0,0.883,0.812
tracks,1.0,0.851,0.776
brought,1.0,0.702,0.476
identification,1.0,0.797,0.725
dealing,1.0,0.897,0.842
wins,1.0,0.762,0.575
heard,1.0,0.721,0.633
Leaving,1.0,0.737,0.662
fee,1.0,0.772,0.686
suggest,1.0,0.666,0.607
Venezuela,1.0,0.664,0.554
stated,1.0,0.794,0.622
greater,1.0,0.779,0.7
defending,1.0,0.789,0.663
conclude,1.0,0.84,0.782
Columbus,1.0,0.806,0.698
procedures,1.0,0.935,0.908
Strong,1.0,0.665,0.588
satisfactory,1.0,0.793,0.711
Ray,1.0,0.79,0.682
Marsh,1.0,0.78,0.675
false,1.0,0.702,0.54
flag,1.0,0.736,0.631
Capitol,1.0,0.769,0.654
wing,1.0,0.69,0.501
Mad,1.0,0.659,0.548
expensive,1.0,0.654,0.539
alternative,1.0,0.733,0.598
corruption,1.0,0.726,0.595
II,1.0,0.715,0.574
always,1.0,0.641,0.426
divisive,1.0,0.697,0.598
Yahoo,1.0,0.873,0.775
Space,1.0,0.68,0.614
CNN,1.0,0.687,0.597
programming,1.0,0.788,0.649
ratings,1.0,0.789,0.651
Fire,1.0,0.739,0.629
Ortega,1.0,0.873,0.816
club,1.0,0.761,0.666
admits,1.0,0.759,0.575
attendant,1.0,0.742,0.603
guard,1.0,0.774,0.542
Mediterranean,1.0,0.817,0.68
Time,1.0,0.619,0.562
Person,1.0,0.618,0.553
bell,1.0,0.635,0.475
weak,1.0,0.602,0.473
Bangkok,1.0,0.727,0.64
coordinating,1.0,0.958,0.899
Care,1.0,0.62,0.582
Texans,1.0,0.743,0.606
finally,1.0,0.754,0.662
Relief,1.0,0.731,0.655
sight,1.0,0.819,0.78
fuel,1.0,0.735,0.593
purse,1.0,0.846,0.771
ticket,1.0,0.775,0.687
Millions,1.0,0.901,0.874
draft,1.0,0.634,0.445
worse,1.0,0.673,0.597
Belgian,1.0,0.653,0.504
Until,1.0,0.784,0.724
oriented,1.0,0.896,0.786
organising,1.0,0.918,0.867
double,1.0,0.722,0.631
elimination,1.0,0.753,0.702
arrives,1.0,0.857,0.71
drag,1.0,0.675,0.58
damages,1.0,0.794,0.713
gang,1.0,0.747,0.609
extraordinary,1.0,0.686,0.535
everybody,1.0,0.845,0.77
stroke,1.0,0.595,0.465
LA,1.0,0.716,0.606
D.C.,1.0,0.682,0.602
scientists,1.0,0.652,0.505
Prison,1.0,0.742,0.704
confusion,1.0,0.702,0.614
Named,1.0,0.638,0.546
convention,1.0,0.656,0.52
respect,1.0,0.716,0.612
dirty,1.0,0.709,0.51
N.,1.0,0.808,0.695
Conner,1.0,0.693,0.617
Parents,1.0,0.829,0.797
quit,1.0,0.732,0.584
outline,1.0,0.679,0.583
compensatory,1.0,0.799,0.662
sustainable,1.0,0.849,0.78
shown,1.0,0.625,0.491
trafficking,1.0,0.768,0.621
mostly,1.0,0.646,0.457
batters,1.0,0.599,0.482
Niger,1.0,0.717,0.589
dossier,1.0,0.865,0.828
Not,1.0,0.64,0.592
Desert,1.0,0.702,0.567
parked,1.0,0.873,0.817
pill,1.0,0.774,0.664
How,1.0,0.918,0.898
retain,1.0,0.682,0.576
offset,1.0,0.892,0.819
shelf,1.0,0.766,0.657
Berlusconi,1.0,0.69,0.622
German,1.0,0.623,0.515
Nazi,1.0,0.8,0.697
concentration,1.0,0.694,0.579
remarks,1.0,0.682,0.577
Update,1.0,0.751,0.634
update,1.0,0.646,0.465
deployment,1.0,0.684,0.585
refer,1.0,0.783,0.65
ease,1.0,0.705,0.585
engineering,1.0,0.643,0.486
strategy,1.0,0.655,0.541
creation,1.0,0.764,0.638
technical,1.0,0.573,0.415
bankruptcy,1.0,0.785,0.701
simultaneously,1.0,0.918,0.868
3rd,1.0,0.596,0.457
Combat,1.0,0.726,0.687
Team,1.0,0.689,0.522
orders,1.0,0.71,0.522
wound,1.0,0.665,0.524
Hospitals,1.0,0.738,0.634
minimum,1.0,0.723,0.618
hay,1.0,0.83,0.777
glasses,1.0,0.833,0.778
dives,1.0,0.957,0.939
diving,1.0,0.81,0.753
leak,1.0,0.727,0.588
log,1.0,0.898,0.797
bicycles,1.0,0.842,0.795
pasture,1.0,0.892,0.826
lemons,1.0,0.855,0.832
stairs,1.0,0.849,0.804
drives,1.0,0.861,0.802
bunch,1.0,0.803,0.703
thinking,1.0,0.685,0.617
addresses,1.0,0.626,0.413
tub,1.0,0.905,0.855
bathtub,1.0,0.728,0.64
swings,1.0,0.779,0.65
fan,1.0,0.737,0.642
removing,1.0,0.812,0.754
email,1.0,0.874,0.834
skateboarder,1.0,0.923,0.904
stone,1.0,0.726,0.623
bag,1.0,0.849,0.766
cake,1.0,0.856,0.77
bowling,1.0,0.705,0.596
blowing,1.0,0.771,0.682
duck,1.0,0.829,0.747
perched,1.0,0.911,0.878
lifts,1.0,0.741,0.536
refrigerator,1.0,0.859,0.814
brush,1.0,0.846,0.755
freeze,1.0,0.813,0.713
bags,1.0,0.761,0.723
moon,1.0,0.716,0.633
mud,1.0,0.898,0.81
sheet,1.0,0.843,0.718
beef,1.0,0.901,0.855
wheel,1.0,0.759,0.702
paws,1.0,0.853,0.784
pink,1.0,0.784,0.686
karate,1.0,0.777,0.673
seeds,1.0,0.824,0.751
lid,1.0,0.76,0.706
closes,1.0,0.702,0.512
models,1.0,0.717,0.563
bird,1.0,0.827,0.803
places,1.0,0.59,0.414
lifestyle,1.0,0.786,0.687
contents,1.0,0.8,0.694
taxi,1.0,0.838,0.707
mug,1.0,0.856,0.782
Rocky,1.0,0.818,0.736
fridge,1.0,0.913,0.859
drinks,1.0,0.778,0.628
sand,1.0,0.832,0.759
catching,1.0,0.831,0.762
rises,1.0,0.786,0.68
yard,1.0,0.87,0.813
speaks,1.0,0.762,0.61
colored,1.0,0.729,0.596
inflatable,1.0,0.821,0.749
gloved,1.0,0.887,0.832
draws,1.0,0.731,0.621
Nigeria,1.0,0.695,0.579
Chevron,1.0,0.772,0.696
Ijaw,1.0,0.878,0.853
instigating,1.0,1.0,1.0
paying,1.0,0.848,0.768
Warri,1.0,0.825,0.76
naval,1.0,0.886,0.798
encourage,1.0,0.727,0.579
slaughter,1.0,0.832,0.802
principle,1.0,0.795,0.724
implemented,1.0,0.887,0.858
arbitrarily,1.0,0.837,0.794
tyranny,1.0,0.988,0.983
innovative,1.0,0.815,0.743
flexibility,1.0,0.796,0.724
declaration,1.0,0.935,0.898
perspective,1.0,0.815,0.713
Interinstitutional,1.0,1.0,1.0
compensated,1.0,0.935,0.929
framework,1.0,0.762,0.691
equitable,1.0,1.0,1.0
definitions,1.0,0.943,0.935
Member,1.0,0.845,0.751
perfectly,1.0,0.898,0.833
fair,1.0,0.685,0.552
sufficient,1.0,0.698,0.59
honestly,1.0,0.8,0.71
genuinely,1.0,1.0,1.0
activate,1.0,0.984,0.968
coordinate,1.0,0.945,0.891
centres,1.0,0.978,0.959
excellence,1.0,0.925,0.911
coordination,1.0,0.867,0.812
behalf,1.0,0.79,0.637
Fisheries,1.0,0.974,0.958
Madam,1.0,0.912,0.809
s,1.0,0.701,0.527
condolences,1.0,0.964,0.947
Brittany,1.0,0.874,0.836
Marín,1.0,0.887,0.881
Galicia,1.0,0.898,0.888
condolence,1.0,0.971,0.958
Tunisian,1.0,0.73,0.607
denies,1.0,0.789,0.656
striving,1.0,0.899,0.882
provisional,1.0,0.919,0.86
funding,1.0,0.659,0.494
mine,1.0,0.76,0.623
clearance,1.0,0.935,0.899
prevention,1.0,0.908,0.893
programmes,1.0,0.83,0.803
viewpoint,1.0,0.818,0.776
illustrated,1.0,0.882,0.825
rapporteur,1.0,0.863,0.798
codes,1.0,0.932,0.916
insurers,1.0,0.817,0.815
guaranteed,1.0,0.922,0.87
discriminatory,1.0,0.935,0.92
guaranteeing,1.0,0.865,0.837
levied,1.0,0.895,0.876
recipient,1.0,0.919,0.853
perceived,1.0,0.643,0.518
Community,1.0,0.798,0.729
Clearly,1.0,1.0,1.0
incidence,1.0,0.968,0.962
BSE,1.0,0.992,0.985
handbook,1.0,0.974,0.961
requests,1.0,0.814,0.734
MEPs,1.0,1.0,1.0
gentlemen,1.0,0.908,0.832
Charter,1.0,0.952,0.939
Fundamental,1.0,0.896,0.864
Rights,1.0,0.794,0.716
eventual,1.0,1.0,1.0
Treaty,1.0,0.879,0.828
Nice,1.0,0.706,0.6
treaty,1.0,0.846,0.744
odd,1.0,0.934,0.926
optional,1.0,1.0,1.0
schemes,1.0,0.827,0.745
strange,1.0,0.845,0.834
generating,1.0,0.763,0.671
links,1.0,0.685,0.534
magnificent,1.0,0.855,0.828
neighbourly,1.0,1.0,1.0
Morocco,1.0,0.837,0.776
remarkably,1.0,0.868,0.787
existed,1.0,0.884,0.807
Presidency,1.0,0.762,0.673
utmost,1.0,0.693,0.651
destructive,1.0,0.758,0.666
Reiterating,1.0,1.0,1.0
initiatives,1.0,0.753,0.753
guarantee,1.0,0.703,0.581
ensure,1.0,0.865,0.762
democracies,1.0,0.933,0.917
restriction,1.0,0.927,0.893
Lalumière,1.0,0.872,0.85
worded,1.0,1.0,1.0
shall,1.0,0.83,0.778
formulated,1.0,0.769,0.713
Human,1.0,0.862,0.813
wealth,1.0,0.78,0.719
supervision,1.0,0.836,0.796
Prague,1.0,0.756,0.666
era,1.0,0.842,0.798
consigned,1.0,1.0,1.0
relics,1.0,0.756,0.698
urgency,1.0,0.878,0.861
complement,1.0,0.891,0.855
Interdepartmental,1.0,0.966,0.955
Secretariat,1.0,0.9,0.881
strengthened,1.0,0.869,0.826
earliest,1.0,1.0,1.0
proposals,1.0,0.746,0.687
Commissioners,1.0,1.0,1.0
299(2,1.0,0.995,0.991
simplified,1.0,1.0,1.0
outlining,1.0,0.878,0.841
Therefore,1.0,0.951,0.915
urgent,1.0,0.699,0.626
reinforced,1.0,0.806,0.694
299,1.0,0.88,0.864
withdrawing,1.0,0.945,0.949
topics,1.0,0.856,0.822
Intergovernmental,1.0,0.953,0.935
embraces,1.0,0.814,0.731
agenda,1.0,0.833,0.795
convinced,1.0,0.873,0.828
context,1.0,0.704,0.63
enlargement,1.0,0.871,0.802
Firstly,1.0,0.959,0.95
simplification,1.0,0.93,0.92
clarification,1.0,0.955,0.94
Treaties,1.0,0.988,0.976
Thus,1.0,0.973,0.925
totally,1.0,0.722,0.609
worst,1.0,0.861,0.846
desperation,1.0,0.889,0.838
deeds,1.0,1.0,1.0
merely,1.0,0.686,0.559
advocated,1.0,0.99,0.983
defended,1.0,0.983,0.965
Whilst,1.0,0.941,0.944
fisheries,1.0,0.986,0.983
sidelines,1.0,0.993,0.983
Lastly,1.0,0.983,0.958
controversially,1.0,1.0,1.0
Finally,1.0,0.875,0.792
strengthening,1.0,0.803,0.703
grams,1.0,0.918,0.864
Gayssot,1.0,0.888,0.808
Greek,1.0,0.671,0.555
ships,1.0,0.79,0.677
sunk,1.0,0.921,0.904
storms,1.0,0.857,0.797
vicinity,1.0,0.949,0.897
spends,1.0,0.873,0.783
GDP,1.0,0.813,0.743
administered,1.0,0.955,0.935
Nevertheless,1.0,0.96,0.922
Labour,1.0,0.846,0.796
PES,1.0,1.0,1.0
adoption,1.0,0.893,0.857
IGC,1.0,0.977,0.944
endorsing,1.0,0.895,0.87
reserved,1.0,0.778,0.66
objectives,1.0,0.898,0.868
touchstone,1.0,0.942,0.934
accession,1.0,0.874,0.823
reservations,1.0,0.904,0.891
recognition,1.0,0.89,0.839
promoting,1.0,0.841,0.742
demonstrate,1.0,0.853,0.755
Kostunica,1.0,0.865,0.788
lawfully,1.0,1.0,1.0
Serbian,1.0,0.96,0.942
illicit,1.0,0.796,0.666
decent,1.0,0.881,0.815
undeclared,1.0,0.761,0.522
reconciliation,1.0,0.843,0.786
courageously,1.0,0.958,0.918
universities,1.0,0.744,0.623
unlikely,1.0,0.922,0.876
universal,1.0,0.824,0.739
ploughed,1.0,1.0,1.0
maintenance,1.0,0.768,0.667
